               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11189,            0.034178,            0.045032,             0.15634,             0.12903,            0.045439,            0.011511,            0.097537,             0.02443,            0.017711,           0.0032667,           0.0032667,              0.0706
                   1,            0.092413,            0.029672,             0.01186,            0.061418,             0.20565,            0.030437,           0.0069998,            0.097088,            0.024503,           0.0037214,           0.0063822,           0.0063822,            0.040382
                   2,             0.09007,            0.026111,           0.0062708,             0.19638,             0.17244,            0.089396,            0.021545,             0.09401,            0.019887,           0.0032139,           0.0092777,           0.0092777,           0.0099444
                   3,            0.083245,            0.022907,           0.0044798,              0.1799,             0.22984,             0.11077,            0.024001,            0.088875,            0.017338,           0.0022891,             0.00901,             0.00901,             0.00901
                   4,            0.076524,            0.024851,           0.0034187,              0.2134,             0.33871,             0.13646,            0.034307,             0.07757,             0.01771,           0.0022537,             0.00901,             0.00901,             0.00901
                   5,            0.065928,            0.024903,           0.0032866,               0.294,             0.27016,             0.19323,            0.075517,            0.062473,            0.018666,           0.0025846,             0.00868,             0.00868,             0.00868
                   6,            0.059913,            0.024396,            0.003033,              0.4223,             0.39497,             0.28525,            0.097561,            0.059461,            0.018522,           0.0025824,             0.00835,             0.00835,             0.00835
                   7,            0.058889,            0.024093,           0.0029621,             0.43243,             0.32257,             0.26057,            0.097079,            0.062858,            0.018408,            0.002461,             0.00802,             0.00802,             0.00802
                   8,            0.054404,            0.023408,           0.0025839,             0.44924,             0.33065,             0.26854,             0.12261,            0.051473,            0.018349,           0.0024173,             0.00769,             0.00769,             0.00769
                   9,            0.050782,            0.022531,           0.0023807,             0.48465,             0.36694,             0.30877,             0.15797,            0.048855,             0.01938,           0.0021414,             0.00736,             0.00736,             0.00736
                  10,            0.048465,            0.023238,           0.0021841,             0.46722,             0.43548,             0.35146,             0.19626,            0.047882,            0.018895,           0.0019478,             0.00703,             0.00703,             0.00703
                  11,            0.048453,            0.022963,           0.0019185,             0.49119,             0.40323,              0.3266,             0.15191,            0.049741,            0.018028,           0.0020217,              0.0067,              0.0067,              0.0067
                  12,            0.048091,            0.021687,           0.0020309,             0.53719,             0.40726,             0.35688,              0.1818,            0.047116,            0.018502,           0.0019504,             0.00637,             0.00637,             0.00637
                  13,            0.045991,            0.022037,           0.0019397,             0.52662,             0.42615,                0.38,             0.19752,             0.04811,            0.018672,           0.0017934,             0.00604,             0.00604,             0.00604
                  14,            0.043168,            0.020785,           0.0017098,             0.56095,               0.407,             0.39391,             0.21216,             0.04855,            0.018736,           0.0016782,             0.00571,             0.00571,             0.00571
                  15,            0.041244,            0.020322,           0.0016455,             0.59489,             0.41532,             0.41053,               0.238,            0.045479,             0.01883,           0.0016406,             0.00538,             0.00538,             0.00538
                  16,             0.04171,            0.021858,           0.0014689,             0.51627,             0.44355,              0.4046,             0.23954,             0.04489,            0.018731,           0.0014718,             0.00505,             0.00505,             0.00505
                  17,            0.038587,            0.021013,           0.0013551,             0.52545,             0.41532,             0.39794,             0.23753,            0.044678,            0.018799,           0.0013368,             0.00472,             0.00472,             0.00472
                  18,            0.037657,            0.019501,           0.0012369,             0.60445,             0.40669,             0.40601,             0.24452,            0.044076,            0.018845,            0.001246,             0.00439,             0.00439,             0.00439
                  19,            0.038169,            0.019404,           0.0012108,             0.62675,             0.42742,             0.41127,             0.22692,            0.047067,            0.018835,           0.0012581,             0.00406,             0.00406,             0.00406
                  20,            0.036986,            0.018657,           0.0012882,             0.64755,               0.375,             0.40704,               0.254,            0.042637,            0.018832,           0.0012938,             0.00373,             0.00373,             0.00373
                  21,            0.035337,            0.018017,           0.0010725,             0.59748,             0.38305,             0.39318,             0.25529,            0.042434,            0.019725,           0.0012298,              0.0034,              0.0034,              0.0034
                  22,            0.034295,            0.018744,          0.00096789,             0.64424,               0.387,             0.40316,             0.25751,            0.042627,            0.019669,           0.0011592,             0.00307,             0.00307,             0.00307
                  23,            0.033085,            0.019044,          0.00093628,             0.63243,               0.375,             0.40022,              0.2598,            0.042806,            0.019379,           0.0010239,             0.00274,             0.00274,             0.00274
                  24,            0.032854,            0.019099,            0.000865,             0.70039,             0.38648,              0.4211,             0.27945,            0.041873,            0.019255,          0.00099082,             0.00241,             0.00241,             0.00241
                  25,            0.031699,            0.017152,          0.00079352,             0.67341,             0.39113,             0.41587,             0.26929,            0.042773,            0.019693,          0.00091494,             0.00208,             0.00208,             0.00208
                  26,            0.030901,            0.017005,           0.0007367,             0.57584,             0.42742,             0.41482,             0.28444,            0.041562,            0.019306,          0.00084008,             0.00175,             0.00175,             0.00175
                  27,            0.030706,            0.017271,          0.00067275,             0.63012,             0.39919,             0.41265,              0.2791,            0.041166,            0.019251,          0.00076643,             0.00142,             0.00142,             0.00142
                  28,            0.029659,            0.016867,          0.00064731,             0.65961,             0.39113,             0.41873,             0.27847,            0.041326,            0.019441,          0.00073349,             0.00109,             0.00109,             0.00109
                  29,            0.028148,            0.017024,          0.00057569,             0.56048,             0.42742,             0.41278,             0.28269,             0.04165,            0.019586,          0.00071404,             0.00076,             0.00076,             0.00076
